No,Review
103,"Daun Yang Jatuh Tak Pernah Membenci Angin. Judulnya sudah lumayan bikin orang tertarik untuk membaca isinya. Terlihat seperti novel yang penuh kata motivasi tapi ternyata hanya soal cinta. 

Tania, gadis kecil yang hidup sengsara bersama Ibu dan adiknya, secara kebetulan bertemu seorang pemuda yang menyelamatkan hidup mereka. Danar, si pemuda yang baru dua puluhan ini berbaik hati menyekolahkan Tania dan Dede, adiknya. Memberi bantuan modal Ibu Tania untuk usaha kue. Sampai disini aku mikir, Danar ini uangnya banyak juga ya? 

Yah lalu kisah bergulir tentang kehidupan Tania yang luar biasa meningkat. Dengan kepandaiannya dia mendapat sekolah di Singapura. Tahun berlalu begitu cepat, Tania memendam rasa pada Danar, malaikat penolong keluarganya. Tania kecil berubah menjadi seorang gadis yang cantik, pintar dan sukses.

Tapi cinta Tania seperti bertepuk sebelah tangan, karena Danar seakan hanya menunjukkan rasa sayangnya kepada seorang adik. Apalagi dengan Ratna, pacarnya di sisinya. Tania yang sudah diangkat Danar dari kehidupan masa kecilnya yang susah, memberontak tidak mau datang ke pernikahan Danar. Daripada rasa terima kasihnya, dia memikirkan perasaannya sendiri. Egois memang. 

Mendekati ending, akhirnya ketahuan Danar ternyata juga menyimpan rasa padanya. Tapi Danar memilih memendamnya begitu dalam, tak sepatah kata pun keluar. Seakan sudah gila. Sosok Danar yang seperti malaikat di awal novel yang penuh kebijaksanaan akhirnya mengabur. 

Meski begitu novel ini lumayan enak dibaca dan ringan karena aku bisa membacanya dengan cepat tanpa beban."
104,"Semua masalah hati solusinya adalah hati kita sendiri. Dari buku ini saya belajar banyak tentang bagaimana manjadikan rasa cinta sebagai motivasi meraih prestasi,bagaimana menghadapi pahitnya kenyataan yang tak sesuai harapan, serta bagaimana memperlakukan kenangan.
Sosok Danar merupakan sosok impian. Seharusnya setiap orang menjadikannya sebagai cita-cita, dalam artian seharusnya setiap orang bercita-cita agar sukses seperti dirinya, agar berhati malaikat seperti dia. Kepeduliannya merupakan barang langka di zaman ini. Semoga pembaca buku ini menjadi Danar bagi dunia mereka masing-masing.
Tania. Tekad Tania untuk belajar keras agar merasa layak mendampingi Danar sangat patut dipuji. Meskipun akhirnya cintanya (sengaja) tak dibalas, namun prestasi yang diraihnya dalam masa-masa mengejar cinta itu abadi. Seperti inilah seharusnya orang jatuh cinta. Bukan membuang-buang waktu dengan hal-hal tidak berguna apalagi berdosa.
Meskipun bukan peran utama, Dede berhasil menunjukkan bagaimana seoarang anak seharusnya berkembang. Mulai dari yang kekanak-kanakan sampai menjadi teman curhat Tania. Bagaimana cara Danar mendidik Dede dan Tania juga merupakan contoh yang baik bagi orang tua untuk mendidik anak-anaknya.
Kekurangan buku ini mungkin pada sosok Danar yang terlalu bersifat malaikat. Sehingga kurang realistis di masa kini. Namun jika dilihat dari kaca idealis, (sekali lagi) sosok Danar adalah sosok yang harus kita wujudkan di dalam kehidupan kita."
105,"Seperti biasa, (Darwis) Tere Liye kembali menggencarkan hati dan marasuk pikiran. Banyak yang mungkin berkata bahwa mencintai orang yang jauh lebih tua daripadamu merupakan hal yang mustahil terjadi, cinta yang banyak menganggap, berdasar pada pedofilia atau lainnya. Tapi bagi saya, cinta ini sangat mungkin terjadi dan bukan sesuatu yang mengada-ngada. 

Ya, sedihnya, sangat amat sedih (dan seperti biasa Tere Liye lakukan), diakhiri dengan cerita menggantung. Seandainya Tere Liye bersedia melanjutkan kisahnya tentang akhir kisah mereka, niscaya akan banyak peminatnya. Bahkan dari novel ini saja (yang menggantung) merasuk pikiran para pembaca dan seketika selesai membaca, semua mencari dimanakah pohon linden itu hidup. Saya tahu itu sebab ketika saya selesai membaca dan membahasnya dengan salah satu teman saya, saya langsung mencari keberadaan pohon linden itu via google dan ketika saya mencarinya semua halaman yang saya cari pasti terdapat keywords judul novel tere-liye ini. (yap, mereka semua penasaran juga seperti saya)

Ah iya, mengganti id nama kala itu yang 'melebih-lebihkan' masih menjadi suatu tren ya? 

Dan ini bagian yang menurut saya paling menarik:
""Bahwa hidup harus menerima...penerimaan yang indah. Bahwa hidup harus mengerti..pengertian yang benar. Bahwa hidup harus memahami.. pemahaman yang tulus. Tak peduli lewat apa penerimaan, pengertian, dan pemahaman itu datang. Tak masalah meski lewat kejadian yang sedih dan menyakitkan"" halaman 196."
107,"Ketika membacanya, saya hampir kehilangan fokus pada isi cerita. Saya justru lebih tertarik pada sampul buku ini, daun Linden. Saya sampai harus googling mencari tahu seperti apa Pohon Linden yang tergambar pada cerita tersebut. Bahasa ceritanya ringan dan hangat seperti halnya karya Tereliye yang lain, seakan saya menemukan jiwa Tereliye sendiri dalam novel ini. Well, sejauh yang saya baca, novel ini sad ending versi saya, meskipun para tokoh utama pada akhirnya menerima saja dengan ikhlas jalan kisah mereka. Saya sangat kecewa pada dua tokoh utama, pada Danar yang tak mau jujur atau berani pada perasaannya sendiri dan memilih untuk menguburnya dengan menikahi Ratna hingga membuat Tania, sang tokoh sentral memilih untuk menghindarinya dengan menyibukkan diri lebih dalam pada aktivitas akademiknya. Jalan cerita akan berbeda jika mereka saling mengakui sejak awal perasaan masing-masing. Karena sebenarnya cerita cinta ini seakan seperti terkesan vertikal, orang yang ditolong mencinta yang menolong, vice versa, namun tak ada yang berani mengungkapkan. Kebijaksanaan ibunda Tania yang mengingatkannya sejak awal mengenai keikhlasan, membuat Tania pada akhirnya tahu makna sebenarnya dari kisahnya sendiri. Bahwa kita tidak bisa menyalahkan siapapun atas apa yang menimpa kita, apa yang kita dapatkan, apa yang kita pilih, apa yang kita lalui, dan bagaimana kehidupan membawa kita, seperti kata judulnya seperti ""Daun yang Jatuh Tak Pernah Membenci Angin""."
108,"""Entah apa sebabnya, tiba-tiba aku ingin menikmati sepotong kenangan itu. Menikmati sejenak saat aku berhenti dan mengamati kehidupan orang lain. Kehidupan jalanan yang sudah senyap. Kehidupan kota yang beranjak tidur. Terpekur di atas jembatan penyebrangan itu. Menatap lampu lalu lintas yang terus bergantian menyala: merah, hijau, merah, dan seterusnya. Tidak lelah."" (hal 220, par 4)

Indah. Memukau.
Itulah kesan yang saya dapat dari membaca buku ini. Indah dalam kejujuran penuturannya, memukau dalam pilihan sudut pandangnya, dalam alur maju-mundur yang dijahit sempurna. .

Luar biasa.
Yang membuat saya terpana bukan jalur ceritanya (karena sebenarnya tidak memunculkan sesuatu yang 'wow'), tapi lebih kepada konteks novel ini. Sang penulis adalah laki-laki, tapi ia telah sempurna membuat saya manggut-manggut mengidentifikasi diri dengan tokoh utama perempuan. Saya bisa relate dengan semua kegundahan dan emosi si tokoh. Saya sampai berteriak kaget saat saya googling dan ternyata dia laki-laki! (Maklum, saya baru di dunia pernovelan Indonesia).

Nah, saya kita Tere Liye itu penulis jenius. Tidak ada kata lain yang bisa menjelaskannya. Jenius. Jadi jika kamu mencari buku untuk mempelajari gaya penulisan yang jenius (maju-mundur dengan apik), kamu bisa ambil buku ini.

Dan satu lagi, saya ganjar buku ini dengan rating 4. Bukan 5, karena beberapa dialog terkesan redundan, dan jika kamu skip kamu ngga akan kehilangan banyak.

@dinarkarani"
109,"Ini buku ketiga Tere Liye yang saya baca setelah The Gogons: James & the Incredible Incidents dan Bidadari-Bidadari Surga. 

Dan, gaya penyajian cerita yang sama, masih saya jumpai: sederhana, tidak rumit, tapi menyentuh. Ditambah dengan keproduktivannya. Tidak heran kalau pembaca buku-buku Tere Liye makin banyak dari hari ke hari. Hal ini saya pantau lewat facebook penulis.

'Daun yang Jatuh Tak Pernah Membenci Angin' ini bagi saya cukup menarik untuk dinikmati. Judulnya saja sudah puitis. Isinya? Meski dengan gaya kilas-balik dan sempat membuat saya bosan di awal hingga pertengahan cerita, namun semakin ke akhir saya semakin cepat membacanya. Apalagi yang ditawarkan Tere Liye kalau bukan rasa penasaran?

Awalnya, saya teringat pada film 'I Love You, Om' saat membaca novel ini. Kendati, pada akhirnya saya pun tersentak juga dengan keputusan tokoh Danar. 

Lapis-lapis konflik yang disiapkan Tere Liye mampu membuat saya bertahan membaca novel ini. 

Ada satu bagian yang saya baca beberapa kali dan mencoba untuk mencerna maksudnya.

... Begini, bagi pria, dan itu sama saja dengan kebanyakan wanita, menikah tidak selalu harus dengan seseorang yang kaucintai. Menikah adalah pilihan rasional. Berkeluarga untuk lelaki postmodern seperti dia tidak semata-mata urusan cinta-mencintai... (hlm. 213)"
110,"Kisah yang sangat menarik. Kita akan dibawa oleh Tere Liye untuk mengikuti tumbuhnya perasaan cinta seorang gadis bernama Tania selama belasan tahun tanpa terkatakan.

Sebenarnya novel ini memiliki setting waktu cerita yang amat singkat yaitu antara jam 20:00 sampai jam 09:00 hari berikutnya. Tapi karena Tere Liye menbuat alurnya mundur hingga belasan tahun kebelakang, maka novel ini akan memiliki kompleksitas ceritanya yang mengagumkan. Dengan alur yang maju mundur kita akan merasakan pertumbuhan perasaan itu begitu terempatikan.

Jika kita menilik lagi novel yang serupa dengan novel ini, mungkin kita akan bisa menyandingkan novel ini dengan ""Galaksi Kinanthi"" (karya Tasaro GK). Kesamaanya adalah sosok wanita sentralnya adalah orang yang telah bertransformasi dari anak ingusan menjadi wanita yang sangat pandai dan berpengaruh. Dari segi alur ceritapun sama-sama menceritakan tentang penantian yang cukup lama untuk bisa mengungkapkan cintanya. Sebagai tambahan mungkin bisa kita samakan juga dengan novel ""Perahu Kertas"" (karya Dee).

Tingkat progresi alurnya cukup kentara sehingga pembaca tidak merasa bosan membacanya. Endingnya tidak begitu mengejutkan akan tetapi meninggalkan gejolak perasaan yang luar biasa jika kita menghubungkannya kembali dengan judul novel ini: Daun Yang Jatuh Tak Pernah Membenci Angin. "
111,"Dengan judulnya, saya cukup yakin buku ini pasti bagus. Tapi tak jarang pula judul yang bagus tak sebagus isinya. Beberapa teman menyarankan buku ini untuk dibaca (dan kebanyakan mereka adalah penggemar Tere Liye), saya takut mereka memberikan penilaian subyektif. 

Akhirnya, saya pun memutuskan untuk membaca buku best seller ini, memastikan penilaian teman-teman saya. 

Di awal cerita, saya cukup dibuat terkesima oleh sosok Danar. Bagaimana perangainya, sikapnya, senyumannya, bahkan teduh matanya yang membuat Tania si kecil berkepang dua terpesona. 

Tetapi di pertengahan bagian saya mulai bosan dengan kisah cinta terpaut usia yg cukup jauh ini--14tahun. Bagaimana Tania menceritakan kisah hidupnya dr seorang pengamen jalanan yg hidup di rumah kardus hingga bisa menjadi siswa terbaik di salah satu sekolah terpandang di Singapura. 

Saya sudah menebak-nebak akhir ceritanya, dan voila! Tebakan saya memang benar. Tetapi saya tidak kecewa. Cerita ini dikemas dengan baik dan apik. Mungkin di tengah-tengah mulai terasa bosan karena perkembangan ceritanya yg stagnan. Tetapi, percayalah, Tere Liye berhasil mengatasinya dengan baik. Memunculkan satu masalah yg akhirnya membangkitkan gairah membaca untuk segera menuntaskan buku ini---bahkan tidak ingin berhenti sebelum cerita selesai. 

Dengan ending yg tidak dipaksakan, buku ini layak untuk kamu baca :)"
112,"Ini novel pertama tentang cinta Tere-Liye yang saya baca dan saya kira agak sedikit berbeda dari novel-novel sebelumnya yang saya baca. Tokoh utamanya seorang wanita dan melulu sarat berbicara tentang perasaan cinta, perasaan cinta seorang wanita kepada pria. Sebelum-sebelumnya, saya membaca novel Tere-Liye yang lebih bertemakan sosial (maybe?), atau cinta keluarga, novel yang didalamnya banyak kata-kata bijak untuk pembaca ambil maknanya, seperti Serial Anak Mamak atau Hafalan Sholat Delisha dan beberapa novel lainnya. Bahkan The Gogons pun tidak terlalu membahas masalah cinta.

Anyway, entah hanya perasaan saya atau bagaimana, tapi saya merasa Tere-Liye mencoba narsis di dalam diri Danar, sosok Danar sebagai seorang penulis dengan nama samaran seorang cewek, atau pekerjaannya dalam bidang ekonomi, terus terang mengingatkan saya terhadap sosok Tere liye yang asli hehe

Overall, bukunya lumayan untuk dibaca, karena sebelumnya saya sudah membaca beberapa review orang lain, dan sebagian mengatakan bahwa buku ini tidak terlalu menarik, jadi saya tidak menaruh ekspektasi terlalu tinggi. Jadi, ketika membacanya saya sudah merasa pas, tidak terlalu kecewa dengan alur cerita yang lambat."
113,"Tere Liye, memang salah satu penulis yang aku sukai. Salah satu novel yang berhasil membuat ku tersentuh: Daun yang Jatuh Tak Pernah Membenci Angin. 
Di sini dikisahkan bahwa kehidupan memang tak selamanya indah. Kehidupan tak selamanya membuat hidup kita bahagia, Tania, gadis yang semula berprofesi sampingan sebagai pengamen semenjak SD karena kondisi keluarganya, ditinggal meninggal Bapaknya. 
Namun, kehidupan memang memilukan, dan penuh dengan rahasia. Waktu mempertemukan Tania dengan malaikat penolong kehidupannya.
Lelaki itu, membiayai sekolah Tania, dan Dede adikanya, semenjak itu kehidupan mereka berubah. Memang, Tania sebenarnya adalah orang yang pintar, tapi karena keadaan Tania dan Adiknya harus melalui kesulitan-kesulitan terlebih dahulu. 
Bagaimana Tania kecil mengenal cinta semenjak mengenal lelaki itu? karena kebaikannya Tania jatuh hati dengan lelaki itu, waktu menjawab semua. Karena usia lelaki itu jauh lebih tua dari Tania, maka segalanya berubah. 
Hidup memang selalu membuat yang memiliki hidup bertanya-tanya akan masa depan yang dijanjikan. 
Saat Tania dewasa, lelaki itu memilih untuk menikah, sejak saat itu hati Tania remuk redam.
Oleh waktu rahasia lelaki itu akhirnya terkuak, di bawah pohon yang menjadi saksi sejujurnya perasaan mereka."
114,"Novel ini indah. Setidaknya menurutku yang tidak begitu menggemari kisah romansa yang manis bertabur gula. Aku lebih suka kepingan cinta yang terselip melalui jalinan tutur tokoh utama mengenai perjalanan hidup yang dilaluinya. Tak masalah bila harus berakhir sepahit sekalipun.
Karakter Tania yang kuat dan cerdas memenuhi syarat heroine yang kusukai dalam cerita manapun yang kubaca. Watak dia (aku tak mau menuliskan namanya, seperti Tania) yang baik hati, penyayang, dan tulus menurutku menjadi prasyarat untuk menjadi tokoh favorit yang disenangi semua orang, dari anak-anak hingga wanita yang membutuhkan pendamping hidup. Sementara itu, sang Ibu yang begitu tegar telah mengajarkan Tania tentang nilai-nilai kehidupan dan arti kesabaran dalam perjuangan melalui masa-masa berat. Serta Dede, sang adik kecil yang suka menceletuk seenaknya, di saat-saat tertentu bisa diandalkan dan mampu menjadi sosok yang pengertian.
Alur penceritaan yang maju-mundur, dari pemandangan kota Depok di masa kini, lalu mundur ke masa lalu, serta terbagi menjadi bab-bab yang diceritakan secara sistematis, runut sejak Tania kecil hingga dewasa. Novel ini juga menyimpan potongan teka-teki terakhir yang akan menjawab pertanyaan yang menghantui Tania selama bertahun-tahun."
115,"Buku tere liye ke sekian yang saya baca, tapi ini review pertama saya di goodreads :)
Jujur, dari beberapa buku tereliye yang saya baca sebelumnya, buku ini saya sebenarnya kurang suka sama ide ceritanya, yaitu anak sd yang suka sama om-om. ya, walaupun bukan berarti negatif. cuma masalah selera saja. namun saya tetap dapat menikmati buku ini dari awal sampai halaman terakhir.

Karena gaya cerita dari tereliye, sangat dapat dinikmati. Apalagi pada buku ini, alurnya flashback dan caranya menceritakan kenangan si Tania itu, mantap. Juga, kata-kata ajaib dari tere liye di buku ini membuat saya selalu ingin membaca halaman berikutnya (bahkan ketika telah mencapai halaman terakhir)


ini kutipan favorit,yang saya buat artworknya disini : 
“Kebaikan itu seperti pesawat terbang, Tania. Jendela-jendela bergetar, layar teve bergoyang, telepon genggam terinduksi saat pesawat itu lewat. Kebaikan merambat tanpa mengenal batas. Bagai garpu tala yang beresonansi, kebaikan menyebar dengan cepat “"
118,"Tere Liye selalu membuat saya merenung tentang kehidupan setiap kali membaca bukunya. Bukunya selalu menyampaikan filosofi hidup yang dalam. Kali ini Tere Liye menyampaikan sesuatu tentang cinta.

Daun yang jatuh tidak pernah membenci angin menceritakan tentang, well, menurut saya cinta terlarang, secara sosial. Danar, malaikat penolong Tania, ibunya dan adiknya. Danar lah yang mengangkat kehidupan Tania, membawanya dari rumah kardus di pinggir jalan, hingga menyekolahkan Tania di Singapura. Siapa sangka Danar yang sudah berusia 20an itu menyukai Tania yang belum genap 10 tahun. Mereka saling memendam cinta hingga akhirnya mereka saling mengetahui perasaan masing-masing ketika semuanya sudah terlalu terlambat.


Jalan ceritanya mengalir, bahasanya enak, ceritanya sangat masuk akal, tokoh-tokohnya juga sangat manusiawi ( I mean, beberapa novel ada tokoh yang sangat sempurna, tapi tidak begitu dengan novel ini ) tapi yah saya justru kurang suka dengan tokoh utamanya, Tania. "
119,"Kenapa beli buku ini? Pastinya gara2 Sinopsis yang ada dibalik bukunya. Emang ada apa sama sinopsisnya? Ada kata - kata yang mengalun merdu, meneriakkan sebuah cinta yang mengalir seperti air. 

Serius deh, Tere Liye ini kalo merangkai kata seakan dia seorang pujangga sejati. seorang pujangga yang entah dia berada dan berasal dari mana sehingga kata - kata yang mengalir menyeruak dan begitu saja meninggalkan embun di sudut mata gue!

Benci sebenernya baca buku ini, karena nggak abis2nya gue nangis. Crying bombay you know?? 

Bikin gue pengen obrak - abrik yang namanya Danar. Pengen buat dia berhenti bungkam. Pengen buat satu NOVEL khusus Danar!! Pengen tahu isi kepalanya... Damn!! Yang bikin gue kesel, pas dibisikin di bawah pohon, dia kagak ngasih tau gueee... bisikin apa....

Kepo to the max... secara ini novel bener2 bikin emosi gue naik turun. Ntar ketawa, eh semenit kemudian nangis!!

BEST banget yaa Tere bikin gue kayak orang LABIL ^^"
120,"Saya harus akui Tere Liye memang bukan sembarang penulis. Kalimat-kalimat tokoh utama dalam novel ini sempat membuat saya menangis. Apalagi kalimat sang ibu saat meninggal dan kalimat adik Tania, Dede yang berkunjung ke pusara ibu saat 8 tahun kepergian sang ibu.


Saya juga cukup menikmati kritik-kritik tersembunyi sang penulis tentang kondisi sosial yang berlangsung, melalui sang tokoh utama Tania.


Deskripsinya juga cukup oke, tempat-tempat sederhana, seperti warung makan tenda pinggir jalan atau toko buku jadi menarik karena dikemas dengan bahasa yang apik.

Tapi sayang, saya agak menyayangkan endingnya. Karena penggambaran tokoh Danar di akhir cerita samar. Saya gak tahu persis bagaimana perasaan si Danar. Tapi mungkin itu disengaja sama sang penulis untuk membuat pembacanya merasa sebal di akhir cerita.

Sebal? Bukan karena akhirnya gak happy ending, tapi karena akhirnya agak sedikit membingungkan buat saya. Haha.

At least, buku ini tetap menarik untuk dibaca kok :)"
121,"Buku ini mengisahkan tentang seorang gadis kecil yang tumbuh dewasa, tumbuh dengan berbagai perasaan yang bahkan kita sendiri tidak bisa menjelaskan dengan logis, tumbuh dengan banyak pemahaman. Sebuah kisah cinta yang bisa dibilang modern karena dalam beberapa hal kejadian kejadian, alur dan plot cerita itu banyak terjadi dalam kehidupan kita tapi juga aneh, ya entahlah kenapa saya sendiri menyebutnya aneh, mungkin karena ini urusan perasaan maka semua akan tampak ganjil. 

Seperti biasa dalam beberapa novel tere-liye selalu banyak pelajaran, pamahaman yang baik dalam setiap ceritanya, selalu menyinggung masalah kebaikan dan cinta :D

beberapa hal yang saya sayangkan lagi-lagi soal endingnya yang 'menggantung' tidak jelas bagaimana nasib selanjutnya tokoh tokoh dalam novel ini, atau sepertinya tere-liye memang ingin membuat kita menebak-nebak sendiri bagaimana endingnya.

but nice lah...saya benar benar menghargai setiap pesan kebaikan dan cinta didalamnya.. "
122,"Lima bintang yang saya sematkan ke novel ini punya beberapa alasan:
1. Novel ini berhasil bikin saya sering ngumpat dalam hati, ""SIALAN, PENULISNYA KOK HEBAT BANGET SIH NGERANGKAI KATA?""
2. saya termasuk pembaca novel (DRAMA) yang lamban, anehnya novel ini bisa saya baca dalam sehari.
3. Saya tdk pernah penasaran dengan alur novel drama---sampai saya membaca novel ini.
4. Saya merasa agak baper karena mirip2 pengalaman pribadi #uhuk
5. This is Damn Good Novel . You must buy it and read it, dont waste your time to read the review!

ps: untuk kamu yg sudah terlanjur baca bbrapa kritikan ttg 'pedofil' dan ketidakkonsistenan karakter, just let them. they forget to see their own characters will change in just few seconds. we are human, place of imperfectness and inconsistency. and this is the most 'reliable romance' novel i've ever read--so far. *just throw it if you like kind of Cinderella's story. 
"
123,"""Orang yang memendam perasaan seringkali terjebak oleh hatinya sendiri. Sibuk merangkai semua kejadian di sekitarnya untuk membenarkan hatinya berharap. Sibuk menghubungkan banyak hal agar hatinya senang menimbun mimpi. Sehingga suatu ketika dia tidak tahu lagi mana simpul yang nyata dan mana simpul yang dusta.""

Pertama kali liat buku ini dan baca sinopsisnya, udah yakin kalo buku ini bakalan bikin saya nangis. Setelah sekian lama nahan-nahan untuk beli buku ini, akhirnya kesampean juga baca karena dapet tugas dari sekolah. Dan saya nyesel kenapa baru sekarang saya baca buku ini. Buku ini bagus banget. Saya suka jalan ceritanya, perjuangan Tania, semua kebaikan Danar, sampe ending yg bikin saya geregetan. Berharap akhir yang bahagia tapi saya juga bukan pembaca yang benci dengan akhir yang menyedihkan."
124,"bercerita tentang kisah cinta seorang wanita terhadap ""kakak angkat""nya yang telah menyelamatkan keluarganya dari kemiskinan & keterpurukan...Kisah cinta yang harus dihadapi dengan pilihan antara rasionalitas & perasaan hati.
Suka dengan endingnya, membuat pembaca bertanya2x & menebak sendiri akhir dari cerita ini.
Layak untuk dibaca, karna ada hikmah yg bisa dipetik dari segala kejadian dalam cerita ini. Kelemahan dari novel ini terkadang jalan cerita terasa bertele-tele....terkesan ingin membuat pembaca ""penasaran"" dengan ending cerita. Dan kehidupan mereka terkesan terlalu ""perfect""...Dari seorang pengamen jalanan kemudian mendapat beasiswa ke singapura & mendapatkan nilai yg selalu ""perfect"" tanpa rintangan yg berarti. ""To good to be true"".
Tapi bagaimanapun, buku ini layak untuk dibaca & difilmkan :)"
126,"Novel Tere Liye pertama yg saya baca dan langsung jatuh hati pada tulisannya. Ceritanya benar-benar menyentuh dan realistis. Tidak mengada-ngada dan tidak muluk-muluk. Dalam kehidupan, apa yang kita inginkan, tidak semua bisa kita miliki ataupun kita raih. Begitu juga dengan cinta, terkadang, cinta itu tak harus memiliki."
128,"Daun yang jatuh tak pernah membenci angin adalah buku kedua yang saya baca dari tere liye. cinta memang terkadang berubah menjadi rumit hingga kita gak tau lagi mana simpul yang nyata dan mana yang bukan. buku ini membuat saya mengerti tentang sebuah penerimaan akan hidup, penerimaan akan takdirNya dan penerimaan akan cinta yang tidak memihak pada Tania maupun Danar.

""Cinta tak harus memiliki. tak ada yang sempurna dalam kehidupan ini .."" -Tere liye

saya rasa buku ini adalah bukunya danar dalam novel tere-liye ""cinta dari pohon linden"" sebuah buku yang gak akan pernah selesai begitulah kata-kata bang tere dalam novelnya yang satu ini. Akhir cerita dalam novel ini pun seperti dibiarkan menggantung. membuat saya penasaran. rasanya ada yang belum usai,

over all. saya selalu suka dengan tulisan tulisan tere liye :) saya bisa mengerti banyak hal dari novel ini "
129,"Awalnya malas baca buku ini. Paling juga kaya novel2 pada umumnya. Tapi ternyata saya salah... Penulis buku ini mampu membuat saya penasaran dan membuat saya ingin membalik halaman berikutnya.
Penulis juga membawa tema yang tidak lazim. Satu banding satu juta di dunia ini, tapi sangat menarik.

Membuat saya belajar hal-hal baru..
1. Sebagai seorang perempuan, menikahlah dengan orang yang mencintaimu bukan dengan orang yang kau cintai (idealnya sih dia mencintaiku, aku mencintainya). Karena ketika kau menikah dengan seseorang yang kau cintai, kau akan bekerja 100x lebih keras untuk mendapatkan hatinya dibanding kau menikah dengan orang yang mencintaimu.
2. Kalau memang kamu menyukai seseorang, berjuanglah untuk perasaanmu itu. Jangan sampai menyesal karena kamu tidak pernah berbuat apa-apa."
130,"Pertama beli buku ini tuh karena judulnya.
Iya karena judulnya, bukan sinopsisnya XD
Dari judulnya aja udah menarik XD
Suka ama buku ini.
Suka ngelihat perubahan hidup Tania dan Dede yg dari pengamen sampai bisa sekolah dan sukses.
Jalan ceritanya mengagumkan.
Dan sedih karena sebenarnya Danar punya kesempatan dengan Tania, dia cuma gak ngebuat kesempatan itu aja karena pemikiran2 dia.
Dan lebih sedih lagi karena dia malah larut dlm kesediannya, padahal kan itu pilihan dia.
Ayolah, saya sebagai wanita kesal dgn sifatnya yg satu itu padahal dia sudah ngebuat keputusan besar juga dlm hidup Tania.
Tapi karena saya kesal dan dapetin emosinya makanya saya suka buku ini XD

Suka karakter Dede, lucu sih XD

Soal bisikan yg terakhir, pengarang gak kasih tau, biar pembaca aja kan ya yg nebak2 sendiri apa yg dibisikkin Danar ke Tania? XD
Ehehehe"
131,"Hanya membaca judulnya saja saya sudah menyukainya, begitu menarik perhatian. Saya sedikit kesulitan demi mendapatkan buku ini karena berkali-kali saya kehabisan stok. Tapi alhamdulillah setelah ujian nasional kelar tak tanggung-tanggung saya dan teman saya langsung ke gramedia untuk membelinya. Tere Liye selalu menghadirkan karya-karya novelnya yang menakjubkan. Dalam novelnya kali ini bang Tere menghadirkan bumbu-bumbu cinta yang tak biasa. Tania, gadis remaja yang menyukai atau lebihnya mencintai seseorang yang telah merubah nasib hidupnya. Tapi cinta tak akan sampai jika tak ada kata untuk menyampaikannya kan? itulah yang dialami Tania. Cinta yang tak tersampaikan.Dalam novel ini mengandung beberapa quote yang indah, kita bisa lebih banyak belajar tentang cinta dan kehidupan. Rasanya sayang jika kita melewatkan novel yang satu ini. "
133,"Awalnya rada 'ngeh' pas nemu buku ini di perpus, soalnya aku nggak terlalu suka novel-novel kek gitu, plus aku blum pernah baca novelnya Tere Liye. Emang sih, temanya tentang cinta perbedaan usia, di satu sisi kek ringan gitu temanya, tapi juga bikin aku tertarik buat baca.
Dan alhasil, aku jatuh suka sama buku ini *meskipun aku nggak berekspektasi apa-apa*, rasanya realistis aja nemu feel-nya buku ini, terutama di saat jaman sekarang novel terkenal kebanyakan teenlit yg tokoh-tokohnya kaya plus bisa pulang-pergi ke luar negeri seolah duit tinggal keruk, sementara Daun yang Jatuh sama sekali nggak melebih-lebihkan aspek itu.
Kalau kekurangannya menurutku mungkin cuma satu, akhirnya rada menggantung *sad ending juga*, masa Tania mutusin nggak mau kembali, terus gimana nasib Danar sama Ratna? Kok kayaknya gimana gitu, kan kasian si Dede-nya *nggak nyambung* hahaha."
134,"Buku tere liye yang pertama di baca (dah lama sih bacanya)....setelah itu ketagihan dengan novel-novel tere liye lainnya......novel yang bercerita tentang kehidupan sebuah keluarga yang kurang beruntung, dan dipertemukan nya mereka dengan seorang ""malaikat"" yang akhirnya mengangkat derajat kehidupan mereka,namun di tengah situasi tersebut, timbullah benih-benih cinta antara Tania dan Danar, walaupun usia mereka terpaut 14 thn dan Danar pun sudah mempunyai tunangan...

ketika cinta harus memilih...haruskah hati ini memilih orang yang benar2 di cintai atau hati ini tetap bersanding dengan orang yang hanya ada rasa suka.

""Ada orang yang saling mencintai tetapi mereka tidak sampai ke jenjang pernikahan, dan ada juga orang yang menikah tetapi mereka kurang saling mencintai"""
136,"Sebuah buku agar kita belajar mengerti, menerima, dan memahami atas perasaan kita. Dari semua buku Tere Liye, buku inilah yang paling saya sukai. Buku yang bercerita agar kita dapat mengerti perasaan sendiri maupun orang lain, menerima takdir hidup meski bukan berarti pasrah, dan memahami apa yang digariskan Tuhan untuk kita.

Buku ini mengisahkan tentang percintaan yang sederhana namun sangat mengena. Perbedaan umur belasan tahun yang menahan keduanya untuk saling jujur hingga tak berakhir menyatunya sepasang adam dan hawa. Saya pikir kisah percintaan di sini bukanlah kisah yang banyak diceritakan pada novel teenlit. Sekali lagi, sangat sederhana namun makna bagi kehidupan sangat mengena."
